timestamp,rssi,lqi
1751729939,-77,64
1751729939,-81,48
1751729939,-91,8
1751729939,-82,44
1751729939,-88,20
1751729939,-83,40
1751729939,-89,16
1751729940,-80,52
1751729940,-82,44
1751729940,-83,40
1751729940,-78,60
1751729940,-88,20
1751729940,-89,16
1751729940,-93,0
1751729940,-81,48
1751729940,-90,12
1751729940,-86,28
1751729940,-80,52
1751729941,-88,20
1751729941,-86,28
1751729941,-78,60
1751729941,-86,28
1751729941,-84,36
1751729941,-77,64
1751729941,-78,60
1751729941,-88,20
1751729941,-81,48
1751729941,-77,64
1751729942,-78,60
1751729942,-80,52
1751729942,-81,48
1751729942,-81,48
1751729942,-81,48
1751729942,-77,64
1751729942,-77,64
1751729942,-84,36
1751729942,-90,12
1751729942,-83,40
1751729943,-86,28
1751729943,-91,8
1751729943,-80,52
1751729943,-81,48
1751729943,-79,56
1751729943,-78,60
1751729943,-80,52
1751729943,-79,56
1751729943,-79,56
1751729943,-83,40
1751729944,-85,32
1751729944,-93,0
1751729944,-93,0
1751729944,-89,16
1751729944,-78,60
1751729944,-78,60
1751729944,-79,56
1751729944,-80,52
1751729944,-79,56
1751729944,-83,40
1751729944,-83,40
1751729945,-79,56
1751729945,-80,52
1751729945,-83,40
1751729945,-83,40
1751729945,-81,48
1751729945,-79,56
1751729945,-81,48
1751729945,-80,52
1751729945,-79,56
1751729945,-83,40
1751729945,-87,24
1751729945,-81,48
1751729946,-83,40
1751729946,-81,48
1751729946,-85,32
1751729946,-93,0
1751729946,-92,4
1751729946,-85,32
1751729946,-85,32
1751729946,-85,32
1751729946,-82,44
1751729946,-82,44
1751729947,-84,36
1751729947,-80,52
1751729947,-81,48
1751729947,-84,36
1751729947,-84,36
1751729947,-82,44
1751729947,-75,72
1751729947,-80,52
1751729947,-84,36
1751729947,-85,32
1751729947,-85,32
1751729947,-84,36
1751729947,-86,28
1751729947,-76,68
1751729948,-74,76
1751729948,-71,88
1751729948,-71,88
1751729948,-74,76
1751729948,-75,72
1751729948,-88,20
1751729948,-88,20
1751729948,-88,20
1751729948,-87,24
1751729948,-86,28
1751729948,-83,40
1751729948,-83,40
1751729948,-85,32
1751729948,-84,36
1751729948,-93,0
1751729948,-93,0
1751729948,-93,0
1751729948,-91,8
1751729948,-89,16
1751729948,-88,20
1751729948,-88,20
1751729948,-88,20
1751729948,-88,20
1751729948,-82,44
1751729949,-78,60
1751729949,-85,32
1751729949,-85,32
1751729949,-87,24
1751729949,-87,24
1751729949,-88,20
1751729949,-87,24
1751729949,-87,24
1751729949,-90,12
1751729949,-90,12
1751729949,-90,12
1751729949,-91,8
1751729949,-90,12
1751729949,-82,44
1751729949,-82,44
1751729949,-80,52
1751729949,-81,48
1751729949,-80,52
1751729949,-82,44
1751729950,-82,44
1751729950,-83,40
1751729950,-84,36
1751729950,-84,36
1751729950,-84,36
1751729950,-84,36
1751729950,-86,28
1751729950,-86,28
1751729950,-86,28
1751729950,-89,16
1751729950,-86,28
1751729950,-84,36
1751729950,-84,36
1751729950,-84,36
1751729950,-85,32
1751729950,-84,36
1751729950,-83,40
1751729950,-82,44
1751729950,-82,44
1751729950,-83,40
1751729950,-79,56
1751729950,-79,56
1751729950,-79,56
1751729950,-79,56
1751729950,-78,60
1751729951,-79,56
1751729951,-80,52
1751729951,-81,48
1751729951,-79,56
1751729951,-79,56
1751729951,-78,60
1751729951,-78,60
1751729951,-79,56
1751729951,-80,52
1751729951,-80,52
1751729951,-80,52
1751729952,-79,56
1751729952,-78,60
1751729952,-78,60
1751729952,-78,60
