timestamp,rssi,lqi
1751727962,-81,48
1751727962,-81,48
1751727962,-84,36
1751727962,-84,36
1751727962,-87,24
1751727962,-88,20
1751727962,-89,16
1751727962,-89,16
1751727963,-88,20
1751727963,-89,16
1751727963,-88,20
1751727963,-87,24
1751727963,-86,28
1751727963,-87,24
1751727963,-84,36
1751727963,-85,32
1751727963,-86,28
1751727963,-86,28
1751727963,-88,20
1751727963,-89,16
1751727963,-92,4
1751727963,-91,8
1751727963,-90,12
1751727963,-90,12
1751727963,-87,24
1751727963,-88,20
1751727963,-88,20
1751727963,-89,16
1751727964,-90,12
1751727964,-93,0
1751727964,-90,12
1751727964,-89,16
1751727964,-81,48
1751727964,-81,48
1751727964,-77,64
1751727964,-76,68
1751727964,-73,80
1751727964,-73,80
1751727964,-75,72
1751727964,-75,72
1751727964,-76,68
1751727964,-76,68
1751727964,-77,64
1751727964,-77,64
1751727964,-77,64
1751727964,-77,64
1751727964,-77,64
1751727964,-77,64
1751727965,-78,60
1751727965,-78,60
1751727965,-82,44
1751727965,-82,44
1751727965,-89,16
1751727965,-87,24
1751727965,-77,64
1751727965,-77,64
1751727965,-80,52
1751727965,-79,56
1751727965,-78,60
1751727965,-79,56
1751727965,-75,72
1751727965,-74,76
1751727965,-75,72
1751727965,-76,68
1751727965,-83,40
1751727965,-82,44
1751727965,-69,96
1751727965,-68,100
1751727966,-69,96
1751727966,-71,88
1751727966,-70,92
1751727966,-70,92
1751727966,-71,88
1751727966,-71,88
1751727966,-72,84
1751727966,-73,80
1751727966,-73,80
1751727966,-71,88
1751727966,-71,88
1751727966,-73,80
1751727966,-74,76
1751727966,-76,68
1751727966,-75,72
1751727966,-76,68
1751727966,-76,68
1751727966,-75,72
1751727966,-75,72
1751727966,-76,68
1751727966,-75,72
1751727967,-74,76
1751727967,-73,80
1751727967,-70,92
1751727967,-70,92
1751727967,-73,80
1751727967,-74,76
1751727967,-78,60
1751727967,-78,60
1751727967,-85,32
1751727967,-84,36
1751727967,-85,32
1751727967,-85,32
1751727967,-84,36
1751727967,-83,40
1751727967,-75,72
1751727967,-75,72
1751727967,-73,80
1751727967,-72,84
1751727967,-71,88
1751727967,-71,88
1751727968,-69,96
1751727968,-69,96
1751727968,-68,100
1751727968,-69,96
1751727968,-69,96
1751727968,-69,96
1751727968,-69,96
1751727968,-69,96
1751727968,-68,100
1751727968,-67,104
1751727968,-68,100
1751727968,-68,100
1751727968,-69,96
1751727968,-69,96
1751727968,-70,92
1751727968,-70,92
1751727968,-69,96
1751727968,-69,96
1751727968,-70,92
1751727969,-70,92
1751727969,-72,84
1751727969,-72,84
1751727969,-73,80
1751727969,-73,80
1751727969,-73,80
1751727969,-73,80
1751727969,-73,80
1751727969,-73,80
1751727969,-72,84
1751727969,-73,80
1751727969,-74,76
1751727969,-74,76
1751727969,-76,68
1751727969,-77,64
1751727969,-78,60
1751727969,-78,60
1751727969,-86,28
1751727969,-85,32
1751727970,-80,52
1751727970,-80,52
1751727970,-73,80
1751727970,-74,76
1751727970,-78,60
1751727970,-78,60
1751727970,-77,64
1751727970,-77,64
1751727970,-74,76
1751727970,-74,76
1751727970,-75,72
1751727970,-75,72
1751727970,-76,68
1751727970,-82,44
1751727970,-83,40
1751727970,-84,36
1751727970,-84,36
1751727970,-83,40
1751727970,-83,40
1751727970,-80,52
1751727970,-80,52
1751727971,-75,72
1751727971,-74,76
1751727971,-72,84
1751727971,-72,84
1751727971,-71,88
1751727971,-71,88
1751727971,-73,80
1751727971,-73,80
1751727971,-73,80
1751727971,-74,76
1751727971,-76,68
1751727971,-76,68
1751727971,-79,56
1751727971,-80,52
1751727971,-91,8
1751727971,-90,12
1751727971,-86,28
1751727971,-86,28
1751727971,-84,36
1751727971,-84,36
1751727972,-79,56
1751727972,-79,56
1751727972,-78,60
1751727972,-76,68
1751727972,-76,68
1751727972,-76,68
1751727972,-74,76
1751727972,-74,76
1751727972,-73,80
1751727972,-73,80
1751727972,-73,80
1751727972,-74,76
1751727972,-74,76
1751727972,-72,84
1751727972,-72,84
1751727972,-71,88
1751727972,-71,88
1751727972,-71,88
1751727972,-71,88
1751727972,-71,88
1751727972,-71,88
1751727972,-72,84
1751727972,-73,80
1751727973,-76,68
1751727973,-76,68
1751727973,-78,60
1751727973,-77,64
1751727973,-77,64
1751727973,-77,64
1751727973,-74,76
1751727973,-74,76
1751727973,-73,80
1751727973,-73,80
1751727973,-73,80
1751727973,-73,80
1751727973,-77,64
1751727973,-77,64
1751727973,-73,80
1751727973,-73,80
1751727973,-71,88
1751727973,-71,88
1751727973,-72,84
1751727973,-72,84
1751727974,-72,84
1751727974,-72,84
1751727974,-72,84
1751727974,-72,84
1751727974,-70,92
1751727974,-70,92
1751727974,-70,92
1751727974,-70,92
1751727974,-69,96
1751727974,-69,96
1751727974,-68,100
1751727974,-68,100
1751727974,-68,100
1751727974,-68,100
1751727974,-69,96
1751727974,-69,96
1751727974,-69,96
1751727974,-70,92
1751727974,-69,96
1751727974,-69,96
1751727975,-70,92
1751727975,-70,92
1751727975,-70,92
1751727975,-70,92
1751727975,-69,96
1751727975,-69,96
1751727975,-68,100
1751727975,-68,100
1751727975,-68,100
1751727975,-69,96
1751727975,-69,96
1751727975,-69,96
1751727975,-70,92
1751727975,-70,92
1751727975,-72,84
1751727975,-72,84
1751727975,-70,92
1751727975,-69,96
1751727975,-71,88
1751727975,-72,84
1751727976,-73,80
1751727976,-73,80
1751727976,-69,96
1751727976,-69,96
1751727976,-67,104
1751727976,-67,104
1751727976,-69,96
1751727976,-69,96
1751727976,-71,88
1751727976,-72,84
1751727976,-72,84
1751727976,-73,80
1751727976,-72,84
1751727976,-71,88
1751727976,-70,92
1751727976,-70,92
1751727976,-70,92
1751727976,-70,92
1751727976,-71,88
1751727976,-72,84
1751727977,-74,76
1751727977,-73,80
1751727977,-75,72
1751727977,-75,72
1751727977,-76,68
1751727977,-75,72
1751727977,-73,80
1751727977,-73,80
1751727977,-71,88
1751727977,-71,88
1751727977,-71,88
1751727977,-71,88
1751727977,-72,84
1751727977,-73,80
1751727977,-75,72
1751727977,-75,72
1751727977,-76,68
1751727977,-76,68
1751727977,-79,56
1751727977,-79,56
1751727978,-79,56
1751727978,-79,56
1751727978,-81,48
1751727978,-80,52
1751727978,-80,52
1751727978,-79,56
1751727978,-77,64
1751727978,-76,68
1751727978,-74,76
1751727978,-74,76
1751727978,-73,80
1751727978,-74,76
1751727978,-76,68
1751727978,-77,64
1751727978,-76,68
1751727978,-75,72
1751727978,-75,72
1751727978,-72,84
1751727978,-73,80
1751727978,-74,76
1751727978,-74,76
1751727979,-76,68
1751727979,-76,68
1751727979,-77,64
1751727979,-77,64
1751727979,-78,60
1751727979,-78,60
1751727979,-79,56
1751727979,-79,56
1751727979,-80,52
1751727979,-80,52
1751727979,-80,52
1751727979,-81,48
1751727979,-82,44
1751727979,-81,48
1751727979,-80,52
1751727979,-81,48
1751727979,-81,48
1751727979,-81,48
1751727979,-83,40
1751727979,-84,36
1751727980,-84,36
1751727980,-84,36
1751727980,-86,28
1751727980,-86,28
1751727980,-84,36
1751727980,-85,32
1751727980,-85,32
1751727980,-85,32
1751727980,-84,36
1751727980,-83,40
1751727980,-84,36
1751727980,-81,48
1751727980,-80,52
1751727980,-78,60
1751727980,-78,60
1751727980,-80,52
1751727980,-81,48
1751727980,-79,56
1751727980,-79,56
1751727980,-79,56
1751727980,-79,56
1751727981,-79,56
1751727981,-79,56
1751727981,-81,48
1751727981,-81,48
1751727981,-81,48
1751727981,-81,48
1751727981,-84,36
1751727981,-84,36
1751727981,-87,24
1751727981,-87,24
1751727981,-86,28
1751727981,-86,28
1751727981,-79,56
1751727981,-78,60
1751727981,-79,56
1751727981,-80,52
1751727981,-78,60
1751727981,-78,60
1751727981,-78,60
1751727981,-78,60
1751727981,-78,60
1751727982,-78,60
1751727982,-78,60
1751727982,-77,64
1751727982,-77,64
1751727982,-76,68
1751727982,-76,68
1751727982,-74,76
1751727982,-74,76
1751727982,-73,80
1751727982,-73,80
1751727982,-74,76
1751727982,-74,76
1751727982,-74,76
1751727982,-74,76
1751727982,-75,72
1751727982,-75,72
1751727982,-75,72
1751727982,-75,72
