timestamp,rssi,lqi
1751738562,-80,52
1751738562,-81,48
1751738562,-79,56
1751738562,-80,52
1751738562,-86,28
1751738562,-85,32
1751738562,-88,20
1751738562,-84,36
1751738562,-80,52
1751738563,-79,56
1751738563,-79,56
1751738563,-77,64
1751738563,-80,52
1751738563,-83,40
1751738563,-82,44
1751738563,-81,48
1751738563,-84,36
1751738563,-82,44
1751738563,-84,36
1751738564,-81,48
1751738564,-79,56
1751738564,-80,52
1751738564,-79,56
1751738564,-80,52
1751738564,-82,44
1751738564,-82,44
1751738564,-83,40
1751738564,-87,24
1751738564,-86,28
1751738565,-89,16
1751738565,-84,36
1751738565,-84,36
1751738565,-80,52
1751738565,-80,52
1751738565,-80,52
1751738565,-80,52
1751738565,-84,36
1751738565,-86,28
1751738565,-86,28
1751738565,-84,36
1751738566,-85,32
1751738566,-84,36
1751738566,-85,32
1751738566,-83,40
1751738566,-82,44
1751738566,-79,56
1751738566,-77,64
1751738566,-78,60
1751738566,-78,60
1751738566,-79,56
1751738567,-81,48
1751738567,-80,52
1751738567,-79,56
1751738567,-80,52
1751738567,-79,56
1751738567,-82,44
1751738567,-79,56
1751738567,-80,52
1751738567,-81,48
1751738567,-81,48
1751738568,-83,40
1751738568,-84,36
1751738568,-85,32
1751738568,-88,20
1751738568,-85,32
1751738568,-87,24
1751738568,-82,44
1751738568,-81,48
1751738568,-80,52
1751738568,-81,48
1751738569,-81,48
1751738569,-80,52
1751738569,-81,48
1751738569,-81,48
1751738569,-82,44
1751738569,-80,52
1751738569,-81,48
1751738569,-82,44
1751738569,-82,44
1751738569,-82,44
1751738570,-89,16
1751738570,-85,32
1751738570,-88,20
1751738570,-83,40
1751738570,-83,40
1751738570,-82,44
1751738570,-80,52
1751738570,-80,52
1751738570,-82,44
1751738570,-80,52
1751738571,-83,40
1751738571,-84,36
1751738571,-84,36
1751738571,-82,44
1751738571,-86,28
1751738571,-84,36
1751738571,-82,44
1751738571,-83,40
1751738571,-79,56
1751738571,-82,44
1751738572,-90,12
1751738572,-85,32
1751738572,-89,16
1751738572,-81,48
1751738572,-86,28
1751738572,-85,32
1751738572,-81,48
1751738572,-82,44
1751738572,-83,40
1751738572,-83,40
1751738573,-83,40
1751738573,-84,36
1751738573,-85,32
1751738573,-83,40
1751738573,-83,40
1751738573,-85,32
1751738573,-83,40
1751738573,-84,36
1751738573,-87,24
1751738573,-89,16
1751738574,-86,28
1751738574,-85,32
1751738574,-84,36
1751738574,-82,44
1751738574,-82,44
1751738574,-82,44
1751738574,-82,44
