/Users/ashvin/Desktop/WSN/riot-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/tty.usbmodem1401" -b "115200" -ln "/tmp/pyterm-ashvin" -rn "2025-07-05_19.29.06-gnrc_netapi-adafruit-feather-nrf52840-sense"  
2025-07-05 19:29:06,889 # Connect to serial port /dev/tty.usbmodem1401
Welcome to pyterm!
Type '/exit' to exit.
2025-07-05 19:30:54,356 # -88,20
2025-07-05 19:30:54,446 # -86,28
2025-07-05 19:30:54,543 # -85,32
2025-07-05 19:30:54,644 # -85,32
2025-07-05 19:30:54,751 # -85,32
2025-07-05 19:30:54,845 # -85,32
2025-07-05 19:30:54,944 # -85,32
2025-07-05 19:30:55,047 # -86,28
2025-07-05 19:30:55,146 # -86,28
2025-07-05 19:30:55,249 # -85,32
2025-07-05 19:30:55,350 # -86,28
2025-07-05 19:30:55,448 # -85,32
2025-07-05 19:30:55,548 # -85,32
2025-07-05 19:30:55,650 # -85,32
2025-07-05 19:30:55,749 # -87,24
2025-07-05 19:30:55,850 # -86,28
2025-07-05 19:30:55,952 # -85,32
2025-07-05 19:30:56,052 # -86,28
2025-07-05 19:30:56,166 # -86,28
2025-07-05 19:30:56,253 # -85,32
2025-07-05 19:30:56,354 # -86,28
2025-07-05 19:30:56,454 # -86,28
2025-07-05 19:30:56,561 # -87,24
2025-07-05 19:30:56,657 # -86,28
2025-07-05 19:30:56,762 # -87,24
2025-07-05 19:30:56,855 # -87,24
2025-07-05 19:30:56,962 # -88,20
2025-07-05 19:30:57,159 # -86,28
2025-07-05 19:30:57,262 # -87,24
2025-07-05 19:30:57,364 # -88,20
2025-07-05 19:30:57,460 # -88,20
2025-07-05 19:30:59,185 # -89,16
2025-07-05 19:30:59,272 # -89,16
2025-07-05 19:30:59,371 # -89,16
2025-07-05 19:30:59,887 # -89,16
2025-07-05 19:31:06,325 # -87,24
2025-07-05 19:31:06,932 # -89,16
2025-07-05 19:31:07,015 # -92,4
2025-07-05 19:31:07,120 # -86,28
2025-07-05 19:31:07,222 # -86,28
2025-07-05 19:31:07,314 # -83,40
2025-07-05 19:31:07,319 # -83,40
2025-07-05 19:31:07,431 # -82,44
2025-07-05 19:31:07,516 # -81,48
2025-07-05 19:31:07,624 # -82,44
2025-07-05 19:31:07,719 # -84,36
2025-07-05 19:31:07,819 # -85,32
2025-07-05 19:31:07,922 # -85,32
2025-07-05 19:31:08,021 # -84,36
2025-07-05 19:31:08,122 # -85,32
2025-07-05 19:31:08,222 # -84,36
2025-07-05 19:31:08,323 # -87,24
2025-07-05 19:31:08,424 # -89,16
2025-07-05 19:31:09,140 # -90,12
2025-07-05 19:31:09,227 # -85,32
2025-07-05 19:31:09,328 # -79,56
2025-07-05 19:31:09,428 # -79,56
2025-07-05 19:31:09,529 # -82,44
