rssi,lqi
-68,100
-67,104
-67,104
-67,104
-67,104
-68,100
-68,100
-67,104
-66,108
-66,108
-66,108
-68,100
-68,100
-67,104
-69,96
-70,92
-68,100
-63,120
-66,108
-64,116
-67,104
-67,104
-63,120
-63,120
-60,132
-59,136
-58,140
-59,136
-59,136
-60,132
-61,128
-59,136
-58,140
-57,144
-55,152
-55,152
-54,156
-53,160
-52,164
-51,168
-50,172
-50,172
-51,168
-48,180
-50,172
-49,176
-48,180
-48,180
-48,180
-49,176
-48,180
-51,168
-55,152
-52,164
-52,164
-51,168
-52,164
-50,172
-51,168
-50,172
-49,176
-51,168
-51,168
-50,172
-50,172
-50,172
-50,172
-50,172
-49,176
-49,176
-50,172
-49,176
-48,180
-49,176
-49,176
-50,172
-50,172
-48,180
-48,180
-50,172
-52,164
-50,172
-54,156
-54,156
-54,156
-54,156
-54,156
-53,160
-54,156
-59,136
-61,128
-58,140
-60,132
-60,132
-62,124
-60,132
-59,136
-57,144
-52,164
-52,164
-54,156
-53,160
-55,152
-54,156
-53,160
-55,152
-57,144
-66,108
-64,116
-61,128
-61,128
-61,128
-55,152
-54,156
-56,148
-55,152
-53,160
-53,160
-51,168
-51,168
-52,164
-52,164
-51,168
-51,168
-51,168
-52,164
-52,164
-53,160
-56,148
-55,152
-52,164
-51,168
-51,168
-52,164
-53,160
-54,156
-55,152
-57,144
-60,132
-63,120
-69,96
-76,68
-74,76
-73,80
-71,88
-69,96
-64,116
-59,136
-60,132
-59,136
-61,128
-58,140
-55,152
-55,152
-58,140
-60,132
-59,136
-64,116
-57,144
-64,116
-62,124
-58,140
-61,128
-59,136
-57,144
-57,144
-56,148
-59,136
-56,148
-56,148
-56,148
-57,144
-55,152
-55,152
-55,152
-55,152
-57,144
-56,148
-55,152
-56,148
-57,144
-54,156
-60,132
-57,144
-57,144
-54,156
-56,148
-55,152
-56,148
-55,152
-56,148
-56,148
-55,152
-55,152
-55,152
-55,152
-56,148
-55,152
-56,148
-56,148
-56,148
-55,152
-57,144
-55,152
-55,152
-57,144
-56,148
-55,152
-56,148
-57,144
-57,144
-56,148
-56,148
-56,148
-56,148
-55,152
-56,148
-57,144
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-56,148
-55,152
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-56,148
-56,148
-56,148
-56,148
-55,152
-56,148
-55,152
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-57,144
-56,148
-56,148
-55,152
-56,148
-57,144
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-57,144
-57,144
-58,140
-58,140
-58,140
-57,144
-57,144
-58,140
-57,144
-56,148
-55,152
-55,152
-56,148
-57,144
-57,144
-59,136
-58,140
-57,144
-57,144
-57,144
-57,144
-57,144
-57,144
-57,144
-57,144
-56,148
-56,148
-56,148
-57,144
-57,144
-57,144
-57,144
-57,144
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-57,144
-57,144
-56,148
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-55,152
-55,152
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-55,152
-56,148
-56,148
-56,148
-56,148
-56,148
-55,152
-57,144
-55,152
-55,152
-55,152
-55,152
-55,152
-55,152
-57,144
-55,152
-56,148
-57,144
-57,144
-57,144
-57,144
-55,152
-56,148
-56,148
