rssi,lqi
-62,124
-63,120
-62,124
-62,124
-63,120
-63,120
-65,112
-62,124
-63,120
-63,120
-63,120
-63,120
-63,120
-63,120
-63,120
-62,124
-63,120
-62,124
-63,120
-63,120
-62,124
-63,120
-63,120
-63,120
-62,124
-63,120
-63,120
-62,124
-62,124
-61,128
-62,124
-62,124
-64,116
-65,112
-64,116
-64,116
-65,112
-63,120
-65,112
-65,112
-65,112
-65,112
-64,116
-64,116
-62,124
-61,128
-60,132
-60,132
-60,132
-60,132
-59,136
-58,140
-58,140
-58,140
-57,144
-57,144
-57,144
-57,144
-57,144
-58,140
-61,128
-68,100
-62,124
-61,128
-66,108
-77,64
-81,48
-65,112
-64,116
-66,108
-72,84
-62,124
-75,72
-68,100
-61,128
-63,120
-67,104
-81,48
-77,64
-68,100
-64,116
-66,108
-70,92
-66,108
-64,116
-63,120
-66,108
-74,76
-68,100
-66,108
-65,112
-66,108
-62,124
-70,92
-75,72
-63,120
-64,116
-68,100
-64,116
-66,108
-66,108
-77,64
-66,108
-67,104
-72,84
-76,68
-69,96
-72,84
-75,72
-68,100
-72,84
-67,104
-77,64
-82,44
-80,52
-68,100
-67,104
-69,96
-65,112
-68,100
-68,100
-72,84
-70,92
-70,92
-71,88
-72,84
-76,68
-75,72
-69,96
-70,92
-76,68
-72,84
-73,80
-78,60
-74,76
-76,68
-73,80
-74,76
-73,80
-74,76
-75,72
-73,80
-74,76
-74,76
-75,72
-75,72
-72,84
-72,84
-70,92
-78,60
-73,80
-69,96
-72,84
-71,88
-73,80
-72,84
-71,88
-74,76
-74,76
-73,80
-73,80
-73,80
-75,72
-75,72
-69,96
-71,88
-74,76
-72,84
-74,76
-73,80
-72,84
-71,88
-73,80
-72,84
-70,92
-73,80
-73,80
-72,84
-79,56
-78,60
-76,68
-77,64
-74,76
-72,84
-71,88
-71,88
-70,92
-70,92
-70,92
-70,92
-72,84
-71,88
-71,88
-73,80
-72,84
-72,84
-72,84
-73,80
-73,80
-73,80
-70,92
-69,96
-69,96
-69,96
-70,92
-70,92
-70,92
-71,88
-67,104
-71,88
-75,72
-71,88
-69,96
-72,84
-72,84
-73,80
-72,84
-72,84
-73,80
-76,68
-71,88
-69,96
-70,92
-75,72
-73,80
-73,80
-73,80
-71,88
-69,96
-70,92
-73,80
-70,92
-70,92
-72,84
-73,80
-74,76
-72,84
-71,88
-69,96
-69,96
-71,88
-72,84
-71,88
-70,92
-69,96
-68,100
-68,100
-70,92
-70,92
-72,84
-72,84
-70,92
-69,96
-68,100
-67,104
-66,108
-67,104
-68,100
-68,100
-67,104
-66,108
-65,112
-66,108
-67,104
-67,104
-66,108
-67,104
-68,100
-69,96
-69,96
-69,96
-68,100
-68,100
-69,96
-71,88
-72,84
-72,84
-70,92
-70,92
-69,96
-70,92
-69,96
-68,100
-68,100
-69,96
-68,100
-68,100
-68,100
-68,100
-68,100
-67,104
-66,108
-66,108
-66,108
-66,108
-66,108
-65,112
-64,116
-64,116
-65,112
-67,104
-67,104
-67,104
-66,108
-65,112
-65,112
-66,108
-67,104
-68,100
-69,96
-69,96
-69,96
-69,96
-69,96
-69,96
-70,92
-71,88
-69,96
-69,96
-68,100
-67,104
-68,100
-68,100
-69,96
-70,92
-69,96
-68,100
-68,100
-68,100
-69,96
-69,96
-70,92
-71,88
-71,88
-70,92
-69,96
-69,96
-70,92
-70,92
-70,92
-70,92
-69,96
-69,96
-69,96
-69,96
-69,96
-70,92
-70,92
-69,96
-69,96
-69,96
-69,96
-70,92
-70,92
-70,92
-71,88
-71,88
-71,88
-71,88
-71,88
-70,92
-69,96
-70,92
-71,88
-71,88
-73,80
-74,76
-72,84
-69,96
-67,104
-67,104
-70,92
-73,80
-74,76
-71,88
-69,96
-68,100
-69,96
-71,88
-72,84
-72,84
-70,92
-68,100
-68,100
-70,92
-73,80
-73,80
-73,80
-70,92
-70,92
-68,100
-68,100
-69,96
-71,88
-72,84
-71,88
-69,96
-68,100
-68,100
-69,96
-70,92
-70,92
-69,96
-68,100
-68,100
-69,96
-70,92
-70,92
-69,96
-69,96
-69,96
-69,96
-70,92
-70,92
-70,92
