rssi,lqi
-68,100
-68,100
-68,100
-69,96
-69,96
-68,100
-68,100
-72,84
-74,76
-70,92
-71,88
-69,96
-70,92
-70,92
-72,84
-71,88
-70,92
-70,92
-71,88
-74,76
-74,76
-74,76
-74,76
-75,72
-72,84
-75,72
-75,72
-71,88
-71,88
-77,64
-76,68
-81,48
-81,48
-75,72
-76,68
-68,100
-72,84
-71,88
-73,80
-73,80
-73,80
-76,68
-75,72
-72,84
-72,84
-70,92
-78,60
-75,72
-72,84
-79,56
-86,28
-79,56
-77,64
-79,56
-86,28
-76,68
-73,80
-72,84
-74,76
-71,88
-73,80
-77,64
-75,72
-74,76
-73,80
-75,72
-73,80
-71,88
-76,68
-74,76
-74,76
-73,80
-74,76
-77,64
-79,56
-77,64
-76,68
-77,64
-77,64
-74,76
-75,72
-72,84
-75,72
-70,92
-70,92
-72,84
-75,72
-75,72
-75,72
-80,52
-87,24
-87,24
-91,8
-85,32
-78,60
-76,68
-77,64
-80,52
-74,76
-75,72
-80,52
-84,36
-85,32
-87,24
-85,32
-84,36
-80,52
-80,52
-79,56
-79,56
-79,56
-82,44
-84,36
-84,36
-83,40
-85,32
-88,20
-89,16
-89,16
-87,24
-84,36
-81,48
-80,52
-81,48
-83,40
-83,40
-83,40
-84,36
-83,40
-83,40
-86,28
-85,32
-84,36
-84,36
-81,48
-80,52
-79,56
-79,56
-79,56
-78,60
-70,92
-73,80
-81,48
-88,20
-91,8
-86,28
-78,60
-80,52
-80,52
-73,80
-82,44
-73,80
-73,80
-75,72
-79,56
-79,56
-79,56
-83,40
-84,36
-82,44
-76,68
-73,80
-77,64
-75,72
-74,76
-73,80
-72,84
-74,76
-78,60
-84,36
-83,40
-82,44
-82,44
-79,56
-80,52
-82,44
-80,52
-77,64
-77,64
-76,68
-79,56
-78,60
-77,64
-79,56
-76,68
-77,64
-77,64
-76,68
-78,60
-77,64
-77,64
-79,56
-79,56
-80,52
-85,32
-87,24
-87,24
-87,24
-90,12
-84,36
-80,52
-80,52
-84,36
-81,48
-77,64
-79,56
-76,68
-80,52
-79,56
-80,52
-79,56
-84,36
-73,80
-82,44
-73,80
-72,84
-73,80
-75,72
-75,72
